No.,2-isogeny-walk,3-isogeny-walk
0,70862452,36815468
1,70900740,36990696
2,71030716,37010564
3,71053556,37102614
4,71076588,37155250
5,71095914,37274730
6,71206254,37276082
7,71288530,37331086
8,71324554,37336228
9,71370776,37338234
10,71379404,37367202
11,71397186,37457950
12,71499426,37498608
13,71555260,37579132
14,71560878,37611240
15,71626002,37615630
16,71652944,37627288
17,71729558,37693768
18,71751322,37695710
19,71752694,37739320
20,71765686,37761682
21,71800420,37769832
22,71815556,37773080
23,71846666,37810936
24,71911322,37837566
25,71913304,37860570
26,71931266,37869238
27,71945494,37918866
28,71952566,37962282
29,71957584,37970664
30,71979906,37989342
31,71994866,38000886
32,72013156,38001768
33,72029778,38002836
34,72070864,38016774
35,72113796,38022790
36,72115344,38036224
37,72127172,38125318
38,72127300,38131984
39,72141942,38153848
40,72145386,38165076
41,72164212,38165746
42,72167010,38170096
43,72180190,38174760
44,72201200,38186566
45,72222244,38205516
46,72234470,38219126
47,72240082,38256066
48,72267056,38264502
49,72293488,38270408
50,72303268,38287962
51,72307354,38303186
52,72310294,38305894
53,72336702,38344892
54,72343674,38421560
55,72349264,38434614
56,72416686,38470856
57,72453986,38476528
58,72509022,38507374
59,72510492,38516752
60,72525802,38524870
61,72527018,38545128
62,72539942,38545232
63,72548886,38554084
64,72557940,38564160
65,72593316,38564340
66,72610176,38595342
67,72622512,38600628
68,72628426,38617226
69,72722574,38621518
70,72752676,38628222
71,72775942,38638458
72,72796614,38655058
73,72804758,38656884
74,72816816,38661652
75,72825778,38661698
76,72844908,38730590
77,72854934,38735724
78,72918516,38736408
79,72935556,38792294
80,72980738,38794264
81,73001286,38797836
82,73064590,38828694
83,73068624,38837972
84,73110758,38857922
85,73163708,38878078
86,73216914,38897114
87,73399638,38998444
88,73415510,39016348
89,73514846,39049764
90,73547242,39078218
91,73599574,39153792
92,73613712,39218152
93,73616386,39255594
94,73836416,39364178
95,73839488,39486488
96,73913662,39948836
97,73956160,40134114
98,73995760,40215168
99,74661203,40688748
