No.,2-isogeny-walk,3-isogeny-walk
0,4847638554,5056488512
1,4847745242,5059713976
2,4847923630,5060147614
3,4848441192,5060212562
4,4848602704,5060345146
5,4848606858,5060432060
6,4848650322,5060554610
7,4848694900,5060593452
8,4848853216,5060647134
9,4849052336,5060804838
10,4849178206,5060952070
11,4849248520,5061284048
12,4849259336,5061323220
13,4849485814,5061494830
14,4849589726,5061611270
15,4849731996,5061696164
16,4849772938,5061726102
17,4849780622,5061748044
18,4849800644,5061768448
19,4849815776,5061779294
20,4849828728,5062018708
21,4849935384,5062113644
22,4849950542,5062281572
23,4849965528,5062385024
24,4849984616,5062533088
25,4850006186,5062577196
26,4850016328,5062632846
27,4850017894,5062643360
28,4850052228,5062646310
29,4850061102,5062654814
30,4850088962,5062678324
31,4850093724,5062680830
32,4850094950,5062687798
33,4850134992,5062732826
34,4850164866,5062941340
35,4850172320,5062954536
36,4850249590,5062974434
37,4850265628,5062981534
38,4850305840,5063042428
39,4850309898,5063055246
40,4850310152,5063089680
41,4850334034,5063098082
42,4850460688,5063116928
43,4850529222,5063129754
44,4850542508,5063156988
45,4850588132,5063215568
46,4850621586,5063217486
47,4850629314,5063293128
48,4850633758,5063317678
49,4850670484,5063325800
50,4850684768,5063326140
51,4850686946,5063342402
52,4850695752,5063448308
53,4850704194,5063483398
54,4850721350,5063485022
55,4850731948,5063524118
56,4850758140,5063534828
57,4850759416,5063581056
58,4850761004,5063581082
59,4850828246,5063594592
60,4850846372,5063626024
61,4850898520,5063682590
62,4850903170,5063736136
63,4850941172,5063773018
64,4850947654,5063781162
65,4851027324,5063864980
66,4851030368,5063929080
67,4851045332,5064002830
68,4851049194,5064002910
69,4851062106,5064010148
70,4851085490,5064012030
71,4851086146,5064020310
72,4851129986,5064023236
73,4851154938,5064044398
74,4851167246,5064086122
75,4851171590,5064089116
76,4851176446,5064105568
77,4851214482,5064136398
78,4851216734,5064150026
79,4851217322,5064152588
80,4851283174,5064171162
81,4851296942,5064172706
82,4851301440,5064185368
83,4851311258,5064206384
84,4851316076,5064222612
85,4851318250,5064243336
86,4851321250,5064246358
87,4851323126,5064265596
88,4851330430,5064276620
89,4851334598,5064304990
90,4851345788,5064342106
91,4851354298,5064383092
92,4851360908,5064474418
93,4851363496,5064488498
94,4851388614,5064490402
95,4851406010,5064493448
96,4851407914,5064537736
97,4851418140,5064606106
98,4851421720,5064614136
99,4851423316,5064626236
100,4851425470,5064663554
101,4851431204,5064687554
102,4851438144,5064702630
103,4851444942,5064704028
104,4851445016,5064708400
105,4851448378,5064712990
106,4851449990,5064713248
107,4851463604,5064742512
108,4851502578,5064758892
109,4851507466,5064793360
110,4851522558,5064806382
111,4851551638,5064825806
112,4851555026,5064864904
113,4851600484,5064865194
114,4851614054,5064883614
115,4851634322,5064903158
116,4851638998,5064917138
117,4851661232,5064924070
118,4851662518,5064925654
119,4851663470,5064952922
120,4851663824,5064953050
121,4851675192,5064956830
122,4851676004,5064961026
123,4851676014,5065006762
124,4851677906,5065017504
125,4851688732,5065036436
126,4851727510,5065081348
127,4851743510,5065082298
128,4851755826,5065084158
129,4851757570,5065095822
130,4851767958,5065103818
131,4851774746,5065111260
132,4851778586,5065117014
133,4851781076,5065121940
134,4851787860,5065138066
135,4851817910,5065142378
136,4851835890,5065147424
137,4851837446,5065190410
138,4851861260,5065226312
139,4851875070,5065283862
140,4851884158,5065301008
141,4851893418,5065326782
142,4851911906,5065349990
143,4851930108,5065384318
144,4851931772,5065393194
145,4851971468,5065407342
146,4851977924,5065414760
147,4851986670,5065427418
148,4851999418,5065428074
149,4852003108,5065440890
150,4852019744,5065443040
151,4852020514,5065448070
152,4852026442,5065456530
153,4852054136,5065507424
154,4852061628,5065541434
155,4852061852,5065556438
156,4852085328,5065559502
157,4852094056,5065577710
158,4852094056,5065632894
159,4852097574,5065649042
160,4852097774,5065650814
161,4852105930,5065662614
162,4852106124,5065670164
163,4852106132,5065673002
164,4852111846,5065715458
165,4852115356,5065759022
166,4852121972,5065761276
167,4852123798,5065763666
168,4852124634,5065779210
169,4852148386,5065782830
170,4852150256,5065806722
171,4852151892,5065812194
172,4852165992,5065865722
173,4852174134,5065896080
174,4852177846,5065900126
175,4852182484,5065937062
176,4852219640,5065952198
177,4852223460,5065953510
178,4852244040,5065954262
179,4852251780,5065955894
180,4852260258,5065983748
181,4852268336,5065987654
182,4852268552,5065995642
183,4852292216,5066016376
184,4852332628,5066016526
185,4852336562,5066063118
186,4852340808,5066064608
187,4852346990,5066077146
188,4852356534,5066098056
189,4852368744,5066145484
190,4852374670,5066155050
191,4852377560,5066156418
192,4852380426,5066161350
193,4852387588,5066165082
194,4852430396,5066169268
195,4852448446,5066173528
196,4852450378,5066177106
197,4852453464,5066183682
198,4852455496,5066196196
199,4852462558,5066198282
200,4852482292,5066203076
201,4852483088,5066208574
202,4852483738,5066240498
203,4852492912,5066365618
204,4852494580,5066426772
205,4852499338,5066427322
206,4852501080,5066441728
207,4852509610,5066450832
208,4852562240,5066467290
209,4852574072,5066486692
210,4852576998,5066533768
211,4852578936,5066548782
212,4852616132,5066560608
213,4852627544,5066578412
214,4852628188,5066591896
215,4852643078,5066627014
216,4852651332,5066636328
217,4852653982,5066669648
218,4852655340,5066671862
219,4852659456,5066678080
220,4852675544,5066732690
221,4852692036,5066734972
222,4852696938,5066739582
223,4852736640,5066753054
224,4852741894,5066775810
225,4852752670,5066844692
226,4852762226,5066889942
227,4852766484,5066890204
228,4852766596,5066918084
229,4852770376,5066948346
230,4852770910,5066952878
231,4852773874,5066961440
232,4852783860,5066970912
233,4852822234,5066977078
234,4852825166,5067062134
235,4852825470,5067090012
236,4852874338,5067110202
237,4852889024,5067122442
238,4852890724,5067127312
239,4852894022,5067132734
240,4852906274,5067144362
241,4852914002,5067152386
242,4852932942,5067160822
243,4852959812,5067175626
244,4852964948,5067208824
245,4852970756,5067216350
246,4852976700,5067240886
247,4852977162,5067250106
248,4852977988,5067259000
249,4852990138,5067278388
250,4852994362,5067329474
251,4852998876,5067331324
252,4853024088,5067356252
253,4853027258,5067371434
254,4853042906,5067373194
255,4853052322,5067378250
256,4853070080,5067387654
257,4853093242,5067395468
258,4853093490,5067407074
259,4853106316,5067415154
260,4853118996,5067433746
261,4853121862,5067440660
262,4853122200,5067444768
263,4853123070,5067451614
264,4853132728,5067459068
265,4853151246,5067477014
266,4853161828,5067495330
267,4853171024,5067514540
268,4853176058,5067516642
269,4853193074,5067530240
270,4853195390,5067550444
271,4853204054,5067581480
272,4853204448,5067582854
273,4853205258,5067587642
274,4853207608,5067598868
275,4853218832,5067641034
276,4853237698,5067645266
277,4853249610,5067654414
278,4853255088,5067656442
279,4853323732,5067677806
280,4853339524,5067689838
281,4853344676,5067739798
282,4853372702,5067760124
283,4853375886,5067830832
284,4853378604,5067848356
285,4853384112,5067862688
286,4853395158,5067864276
287,4853403114,5067875394
288,4853410412,5067882624
289,4853419720,5067910900
290,4853424180,5067918348
291,4853429752,5067920344
292,4853448728,5067935928
293,4853464626,5067951812
294,4853464684,5067953052
295,4853465146,5067954502
296,4853467088,5067987856
297,4853470468,5067993620
298,4853472582,5068053226
299,4853480674,5068075044
300,4853497046,5068075054
301,4853500980,5068083336
302,4853508946,5068096946
303,4853560226,5068098448
304,4853561128,5068102370
305,4853592560,5068112634
306,4853593842,5068128108
307,4853601490,5068185080
308,4853623134,5068191560
309,4853629998,5068241158
310,4853634322,5068248940
311,4853635392,5068249564
312,4853661698,5068254020
313,4853664656,5068264364
314,4853670038,5068276868
315,4853679292,5068281078
316,4853702464,5068303124
317,4853718292,5068304022
318,4853752404,5068305298
319,4853758600,5068320132
320,4853761258,5068353940
321,4853762840,5068440322
322,4853765988,5068441466
323,4853769240,5068441566
324,4853777458,5068446786
325,4853781592,5068472476
326,4853791204,5068486222
327,4853795878,5068490358
328,4853801322,5068493360
329,4853820434,5068499892
330,4853824636,5068503076
331,4853831154,5068529796
332,4853854970,5068565370
333,4853879660,5068565844
334,4853906814,5068566064
335,4853910448,5068571662
336,4853917334,5068572340
337,4853917354,5068573094
338,4853935786,5068575994
339,4853945564,5068615802
340,4853945780,5068629202
341,4853966438,5068630624
342,4853998408,5068632298
343,4853998884,5068637866
344,4854004082,5068644784
345,4854004850,5068667234
346,4854010728,5068670334
347,4854012146,5068718204
348,4854033222,5068722918
349,4854036080,5068727364
350,4854041448,5068745122
351,4854058304,5068756572
352,4854062856,5068787254
353,4854066972,5068814536
354,4854068108,5068833140
355,4854079628,5068841354
356,4854097878,5068842916
357,4854099778,5068845866
358,4854126756,5068871500
359,4854137618,5068886812
360,4854144034,5068889616
361,4854152560,5068903414
362,4854163110,5068904238
363,4854187786,5068915322
364,4854201574,5068924418
365,4854203276,5068971752
366,4854207552,5068979056
367,4854211420,5068987960
368,4854212088,5068999908
369,4854222642,5069004518
370,4854230568,5069007628
371,4854237248,5069012748
372,4854238014,5069013168
373,4854241688,5069048700
374,4854263054,5069063894
375,4854288650,5069069048
376,4854299466,5069069428
377,4854303814,5069070120
378,4854310126,5069089484
379,4854325392,5069093716
380,4854329090,5069102128
381,4854332296,5069136400
382,4854336016,5069141376
383,4854354344,5069204312
384,4854357204,5069215742
385,4854393714,5069264016
386,4854394688,5069271270
387,4854399630,5069272742
388,4854433086,5069290588
389,4854444190,5069403588
390,4854473666,5069412384
391,4854483632,5069431868
392,4854500554,5069450136
393,4854520006,5069455018
394,4854529074,5069501226
395,4854540400,5069507280
396,4854563542,5069513878
397,4854584242,5069517224
398,4854598096,5069527188
399,4854601260,5069553022
400,4854605330,5069596842
401,4854616456,5069636688
402,4854650598,5069651182
403,4854656808,5069653854
404,4854657968,5069679548
405,4854663826,5069693294
406,4854682354,5069782196
407,4854696220,5069786792
408,4854709868,5069796560
409,4854747086,5069811552
410,4854763140,5069830014
411,4854764572,5069830436
412,4854786144,5069876710
413,4854801948,5069884416
414,4854820660,5069897580
415,4854829628,5069943532
416,4854890824,5069959754
417,4854899302,5069972980
418,4854901146,5069993324
419,4854901538,5070006480
420,4854904284,5070009696
421,4854908142,5070066912
422,4854922936,5070097376
423,4854939694,5070110524
424,4855008668,5070117362
425,4855063968,5070117712
426,4855070196,5070140452
427,4855094058,5070173826
428,4855100500,5070223332
429,4855140144,5070285664
430,4855151936,5070365960
431,4855159646,5070485682
432,4855174734,5070510734
433,4855192546,5070533714
434,4855204336,5070546196
435,4855246654,5070576510
436,4855248062,5070610142
437,4855290038,5070613300
438,4855341130,5070626426
439,4855341288,5070754482
440,4855347656,5070759842
441,4855353956,5070812544
442,4855359044,5070884098
443,4855386596,5070910924
444,4855399906,5070922064
445,4855399936,5070934338
446,4855426244,5070940366
447,4855431420,5070958732
448,4855433066,5070998136
449,4855451368,5071028496
450,4855452568,5071039786
451,4855530932,5071079670
452,4855566724,5071113970
453,4855583338,5071150660
454,4855586512,5071174680
455,4855619920,5071279038
456,4855640446,5071317164
457,4855642908,5071367350
458,4855691418,5071414604
459,4855703530,5071492724
460,4855707238,5071513300
461,4855774302,5071543166
462,4855775496,5071548422
463,4855828880,5071548914
464,4855845138,5071605806
465,4855857426,5071688826
466,4855860930,5071718102
467,4855910696,5071725664
468,4855925918,5071731556
469,4855946852,5071759294
470,4855955068,5071767646
471,4856038632,5071772650
472,4856052592,5071841094
473,4856130478,5071955088
474,4856221516,5071958808
475,4856274632,5071990380
476,4856309740,5072065512
477,4856322280,5072113680
478,4856336874,5072133050
479,4856355678,5072148752
480,4856376458,5072168480
481,4856409042,5072172448
482,4856482874,5072286262
483,4856486498,5072384762
484,4856488230,5072466652
485,4856490934,5072677988
486,4856517446,5072709176
487,4856519894,5072751922
488,4856554958,5072753458
489,4856601978,5072755812
490,4856611454,5073043410
491,4856635012,5073149434
492,4856735268,5073379324
493,4856793604,5073395252
494,4856923404,5073569858
495,4857693028,5073740984
496,4857983080,5073903438
497,4858559594,5074173088
498,4858680108,5074457492
499,4859182854,5074518984
